split,row,cluster,segment
train,3380,0,New high spenders
train,3381,2,Long-term high spenders
train,3382,0,New high spenders
train,3383,2,Long-term high spenders
train,3384,1,Long-term low spenders
train,3385,2,Long-term high spenders
train,3386,2,Long-term high spenders
train,3387,2,Long-term high spenders
train,3388,0,New high spenders
train,3389,2,Long-term high spenders
train,3390,1,Long-term low spenders
train,3391,0,New high spenders
train,3392,1,Long-term low spenders
train,3393,2,Long-term high spenders
train,3394,1,Long-term low spenders
train,3395,0,New high spenders
train,3396,2,Long-term high spenders
train,3397,2,Long-term high spenders
train,3398,0,New high spenders
train,3399,1,Long-term low spenders
train,3400,2,Long-term high spenders
train,3401,0,New high spenders
train,3402,3,New low spenders
train,3403,2,Long-term high spenders
train,3404,0,New high spenders
train,3405,1,Long-term low spenders
train,3406,2,Long-term high spenders
train,3407,1,Long-term low spenders
train,3408,2,Long-term high spenders
train,3409,0,New high spenders
train,3410,0,New high spenders
train,3411,3,New low spenders
train,3412,3,New low spenders
train,3413,0,New high spenders
train,3414,3,New low spenders
train,3415,2,Long-term high spenders
train,3416,0,New high spenders
train,3417,1,Long-term low spenders
train,3418,1,Long-term low spenders
train,3419,2,Long-term high spenders
train,3420,0,New high spenders
train,3421,0,New high spenders
train,3422,2,Long-term high spenders
train,3423,0,New high spenders
train,3424,1,Long-term low spenders
train,3425,2,Long-term high spenders
train,3426,1,Long-term low spenders
train,3427,2,Long-term high spenders
train,3428,2,Long-term high spenders
train,3429,2,Long-term high spenders
train,3430,3,New low spenders
train,3431,1,Long-term low spenders
train,3432,1,Long-term low spenders
train,3433,3,New low spenders
train,3434,3,New low spenders
train,3435,3,New low spenders
train,3436,3,New low spenders
train,3437,2,Long-term high spenders
train,3438,1,Long-term low spenders
train,3439,0,New high spenders
train,3440,0,New high spenders
train,3441,3,New low spenders
train,3442,1,Long-term low spenders
train,3443,2,Long-term high spenders
train,3444,0,New high spenders
train,3445,0,New high spenders
train,3446,0,New high spenders
train,3447,0,New high spenders
train,3448,2,Long-term high spenders
train,3449,1,Long-term low spenders
train,3450,3,New low spenders
train,3451,3,New low spenders
train,3452,0,New high spenders
train,3453,0,New high spenders
train,3454,0,New high spenders
train,3455,0,New high spenders
train,3456,2,Long-term high spenders
train,3457,2,Long-term high spenders
train,3458,1,Long-term low spenders
train,3459,0,New high spenders
train,3460,0,New high spenders
train,3461,1,Long-term low spenders
train,3462,0,New high spenders
train,3463,0,New high spenders
train,3464,3,New low spenders
train,3465,2,Long-term high spenders
train,3466,3,New low spenders
train,3467,2,Long-term high spenders
train,3468,1,Long-term low spenders
train,3469,2,Long-term high spenders
train,3470,0,New high spenders
train,3471,2,Long-term high spenders
train,3472,0,New high spenders
train,3473,2,Long-term high spenders
train,3474,3,New low spenders
train,3475,2,Long-term high spenders
train,3476,3,New low spenders
train,3477,2,Long-term high spenders
train,3478,3,New low spenders
train,3479,2,Long-term high spenders
train,3480,3,New low spenders
train,3481,0,New high spenders
train,3482,3,New low spenders
train,3483,2,Long-term high spenders
train,3484,0,New high spenders
train,3485,0,New high spenders
train,3486,0,New high spenders
train,3487,0,New high spenders
train,3488,0,New high spenders
train,3489,0,New high spenders
train,3490,1,Long-term low spenders
train,3491,3,New low spenders
train,3492,3,New low spenders
train,3493,3,New low spenders
train,3494,2,Long-term high spenders
train,3495,2,Long-term high spenders
train,3496,0,New high spenders
train,3497,0,New high spenders
train,3498,3,New low spenders
train,3499,1,Long-term low spenders
train,3500,0,New high spenders
train,3501,3,New low spenders
train,3502,2,Long-term high spenders
train,3503,0,New high spenders
train,3504,1,Long-term low spenders
train,3505,3,New low spenders
train,3506,2,Long-term high spenders
train,3507,3,New low spenders
train,3508,1,Long-term low spenders
train,3509,1,Long-term low spenders
train,3510,2,Long-term high spenders
train,3511,0,New high spenders
train,3512,3,New low spenders
train,3513,3,New low spenders
train,3514,3,New low spenders
train,3515,3,New low spenders
train,3516,0,New high spenders
train,3517,0,New high spenders
train,3518,2,Long-term high spenders
train,3519,0,New high spenders
train,3520,1,Long-term low spenders
train,3521,2,Long-term high spenders
train,3522,3,New low spenders
train,3523,3,New low spenders
train,3524,3,New low spenders
train,3525,3,New low spenders
train,3526,2,Long-term high spenders
train,3527,3,New low spenders
train,3528,3,New low spenders
train,3529,0,New high spenders
train,3530,0,New high spenders
train,3531,2,Long-term high spenders
train,3532,2,Long-term high spenders
train,3533,0,New high spenders
train,3534,0,New high spenders
train,3535,1,Long-term low spenders
train,3536,2,Long-term high spenders
train,3537,1,Long-term low spenders
train,3538,0,New high spenders
train,3539,2,Long-term high spenders
train,3540,1,Long-term low spenders
train,3541,3,New low spenders
train,3542,3,New low spenders
train,3543,0,New high spenders
train,3544,0,New high spenders
train,3545,0,New high spenders
train,3546,3,New low spenders
train,3547,0,New high spenders
train,3548,1,Long-term low spenders
train,3549,2,Long-term high spenders
train,3550,2,Long-term high spenders
train,3551,3,New low spenders
train,3552,3,New low spenders
train,3553,2,Long-term high spenders
train,3554,2,Long-term high spenders
train,3555,1,Long-term low spenders
train,3556,2,Long-term high spenders
train,3557,1,Long-term low spenders
train,3558,3,New low spenders
train,3559,3,New low spenders
train,3560,1,Long-term low spenders
train,3561,1,Long-term low spenders
train,3562,2,Long-term high spenders
train,3563,3,New low spenders
train,3564,0,New high spenders
train,3565,0,New high spenders
train,3566,0,New high spenders
train,3567,2,Long-term high spenders
train,3568,0,New high spenders
train,3569,2,Long-term high spenders
train,3570,3,New low spenders
train,3571,3,New low spenders
train,3572,0,New high spenders
train,3573,0,New high spenders
train,3574,3,New low spenders
train,3575,3,New low spenders
train,3576,3,New low spenders
train,3577,1,Long-term low spenders
train,3578,3,New low spenders
train,3579,2,Long-term high spenders
train,3580,3,New low spenders
train,3581,2,Long-term high spenders
train,3582,0,New high spenders
train,3583,3,New low spenders
train,3584,2,Long-term high spenders
train,3585,1,Long-term low spenders
train,3586,1,Long-term low spenders
train,3587,2,Long-term high spenders
train,3588,3,New low spenders
train,3589,1,Long-term low spenders
train,3590,3,New low spenders
train,3591,1,Long-term low spenders
train,3592,2,Long-term high spenders
train,3593,2,Long-term high spenders
train,3594,0,New high spenders
train,3595,0,New high spenders
train,3596,0,New high spenders
train,3597,0,New high spenders
train,3598,1,Long-term low spenders
train,3599,2,Long-term high spenders
train,3600,3,New low spenders
train,3601,3,New low spenders
train,3602,0,New high spenders
train,3603,3,New low spenders
train,3604,3,New low spenders
train,3605,1,Long-term low spenders
train,3606,0,New high spenders
train,3607,0,New high spenders
train,3608,0,New high spenders
train,3609,3,New low spenders
train,3610,2,Long-term high spenders
train,3611,1,Long-term low spenders
train,3612,0,New high spenders
train,3613,0,New high spenders
train,3614,1,Long-term low spenders
train,3615,1,Long-term low spenders
train,3616,0,New high spenders
train,3617,0,New high spenders
train,3618,1,Long-term low spenders
train,3619,2,Long-term high spenders
train,3620,0,New high spenders
train,3621,0,New high spenders
train,3622,0,New high spenders
train,3623,0,New high spenders
train,3624,2,Long-term high spenders
train,3625,2,Long-term high spenders
train,3626,3,New low spenders
train,3627,0,New high spenders
train,3628,0,New high spenders
train,3629,3,New low spenders
train,3630,3,New low spenders
train,3631,0,New high spenders
train,3632,0,New high spenders
train,3633,2,Long-term high spenders
train,3634,1,Long-term low spenders
train,3635,0,New high spenders
train,3636,0,New high spenders
train,3637,3,New low spenders
train,3638,0,New high spenders
train,3639,2,Long-term high spenders
train,3640,2,Long-term high spenders
train,3641,1,Long-term low spenders
train,3642,3,New low spenders
train,3643,3,New low spenders
train,3644,3,New low spenders
train,3645,0,New high spenders
train,3646,0,New high spenders
train,3647,0,New high spenders
train,3648,2,Long-term high spenders
train,3649,0,New high spenders
train,3650,3,New low spenders
train,3651,1,Long-term low spenders
train,3652,2,Long-term high spenders
train,3653,1,Long-term low spenders
train,3654,2,Long-term high spenders
train,3655,0,New high spenders
train,3656,0,New high spenders
train,3657,2,Long-term high spenders
train,3658,1,Long-term low spenders
train,3659,1,Long-term low spenders
train,3660,0,New high spenders
train,3661,3,New low spenders
train,3662,3,New low spenders
train,3663,0,New high spenders
train,3664,1,Long-term low spenders
train,3665,0,New high spenders
train,3666,2,Long-term high spenders
train,3667,0,New high spenders
train,3668,2,Long-term high spenders
train,3669,3,New low spenders
train,3670,3,New low spenders
train,3671,0,New high spenders
train,3672,0,New high spenders
train,3673,2,Long-term high spenders
train,3674,2,Long-term high spenders
train,3675,2,Long-term high spenders
train,3676,2,Long-term high spenders
train,3677,2,Long-term high spenders
train,3678,2,Long-term high spenders
train,3679,1,Long-term low spenders
train,3680,1,Long-term low spenders
train,3681,3,New low spenders
train,3682,1,Long-term low spenders
train,3683,2,Long-term high spenders
train,3684,0,New high spenders
train,3685,0,New high spenders
train,3686,2,Long-term high spenders
train,3687,2,Long-term high spenders
train,3688,3,New low spenders
train,3689,0,New high spenders
train,3690,2,Long-term high spenders
train,3691,3,New low spenders
train,3692,1,Long-term low spenders
train,3693,0,New high spenders
train,3694,1,Long-term low spenders
train,3695,2,Long-term high spenders
train,3696,1,Long-term low spenders
train,3697,3,New low spenders
train,3698,2,Long-term high spenders
train,3699,2,Long-term high spenders
train,3700,1,Long-term low spenders
train,3701,2,Long-term high spenders
train,3702,3,New low spenders
train,3703,3,New low spenders
train,3704,0,New high spenders
train,3705,1,Long-term low spenders
train,3706,3,New low spenders
train,3707,3,New low spenders
train,3708,2,Long-term high spenders
train,3709,3,New low spenders
train,3710,1,Long-term low spenders
train,3711,0,New high spenders
train,3712,0,New high spenders
train,3713,1,Long-term low spenders
train,3714,2,Long-term high spenders
train,3715,2,Long-term high spenders
train,3716,2,Long-term high spenders
train,3717,0,New high spenders
train,3718,3,New low spenders
train,3719,0,New high spenders
train,3720,0,New high spenders
train,3721,0,New high spenders
train,3722,3,New low spenders
train,3723,3,New low spenders
train,3724,3,New low spenders
train,3725,1,Long-term low spenders
train,3726,2,Long-term high spenders
train,3727,2,Long-term high spenders
train,3728,0,New high spenders
train,3729,2,Long-term high spenders
train,3730,0,New high spenders
train,3731,2,Long-term high spenders
train,3732,3,New low spenders
train,3733,0,New high spenders
train,3734,1,Long-term low spenders
train,3735,3,New low spenders
train,3736,1,Long-term low spenders
train,3737,0,New high spenders
train,3738,0,New high spenders
train,3739,0,New high spenders
train,3740,2,Long-term high spenders
train,3741,3,New low spenders
train,3742,0,New high spenders
train,3743,3,New low spenders
train,3744,2,Long-term high spenders
train,3745,3,New low spenders
train,3746,2,Long-term high spenders
train,3747,0,New high spenders
train,3748,0,New high spenders
train,3749,2,Long-term high spenders
train,3750,2,Long-term high spenders
train,3751,0,New high spenders
train,3752,3,New low spenders
train,3753,2,Long-term high spenders
train,3754,0,New high spenders
train,3755,0,New high spenders
train,3756,1,Long-term low spenders
train,3757,1,Long-term low spenders
train,3758,2,Long-term high spenders
train,3759,0,New high spenders
train,3760,2,Long-term high spenders
train,3761,3,New low spenders
train,3762,2,Long-term high spenders
train,3763,2,Long-term high spenders
train,3764,0,New high spenders
train,3765,0,New high spenders
train,3766,2,Long-term high spenders
train,3767,0,New high spenders
train,3768,1,Long-term low spenders
train,3769,0,New high spenders
train,3770,1,Long-term low spenders
train,3771,0,New high spenders
train,3772,2,Long-term high spenders
train,3773,2,Long-term high spenders
train,3774,1,Long-term low spenders
train,3775,3,New low spenders
train,3776,1,Long-term low spenders
train,3777,3,New low spenders
train,3778,3,New low spenders
train,3779,2,Long-term high spenders
train,3780,1,Long-term low spenders
train,3781,0,New high spenders
train,3782,3,New low spenders
train,3783,2,Long-term high spenders
train,3784,3,New low spenders
train,3785,0,New high spenders
train,3786,2,Long-term high spenders
train,3787,3,New low spenders
train,3788,1,Long-term low spenders
train,3789,0,New high spenders
train,3790,2,Long-term high spenders
train,3791,3,New low spenders
train,3792,2,Long-term high spenders
train,3793,3,New low spenders
train,3794,3,New low spenders
train,3795,2,Long-term high spenders
train,3796,1,Long-term low spenders
train,3797,1,Long-term low spenders
train,3798,2,Long-term high spenders
train,3799,2,Long-term high spenders
train,3800,3,New low spenders
train,3801,2,Long-term high spenders
train,3802,3,New low spenders
train,3803,1,Long-term low spenders
train,3804,1,Long-term low spenders
train,3805,2,Long-term high spenders
train,3806,1,Long-term low spenders
train,3807,0,New high spenders
train,3808,3,New low spenders
train,3809,0,New high spenders
train,3810,2,Long-term high spenders
train,3811,2,Long-term high spenders
train,3812,0,New high spenders
train,3813,2,Long-term high spenders
train,3814,0,New high spenders
train,3815,2,Long-term high spenders
train,3816,3,New low spenders
train,3817,1,Long-term low spenders
train,3818,3,New low spenders
train,3819,0,New high spenders
train,3820,1,Long-term low spenders
train,3821,3,New low spenders
train,3822,1,Long-term low spenders
train,3823,3,New low spenders
train,3824,1,Long-term low spenders
train,3825,3,New low spenders
train,3826,2,Long-term high spenders
train,3827,0,New high spenders
train,3828,2,Long-term high spenders
train,3829,2,Long-term high spenders
train,3830,1,Long-term low spenders
train,3831,2,Long-term high spenders
train,3832,2,Long-term high spenders
train,3833,1,Long-term low spenders
train,3834,0,New high spenders
train,3835,0,New high spenders
train,3836,0,New high spenders
train,3837,2,Long-term high spenders
train,3838,0,New high spenders
train,3839,0,New high spenders
train,3840,0,New high spenders
train,3841,2,Long-term high spenders
train,3842,1,Long-term low spenders
train,3843,2,Long-term high spenders
train,3844,2,Long-term high spenders
train,3845,1,Long-term low spenders
train,3846,2,Long-term high spenders
train,3847,2,Long-term high spenders
train,3848,2,Long-term high spenders
train,3849,0,New high spenders
train,3850,1,Long-term low spenders
train,3851,0,New high spenders
train,3852,3,New low spenders
train,3853,3,New low spenders
train,3854,2,Long-term high spenders
train,3855,0,New high spenders
train,3856,2,Long-term high spenders
train,3857,1,Long-term low spenders
train,3858,0,New high spenders
train,3859,3,New low spenders
train,3860,1,Long-term low spenders
train,3861,0,New high spenders
train,3862,2,Long-term high spenders
train,3863,1,Long-term low spenders
train,3864,0,New high spenders
train,3865,2,Long-term high spenders
train,3866,1,Long-term low spenders
train,3867,1,Long-term low spenders
train,3868,1,Long-term low spenders
train,3869,3,New low spenders
train,3870,1,Long-term low spenders
train,3871,2,Long-term high spenders
train,3872,2,Long-term high spenders
train,3873,3,New low spenders
train,3874,2,Long-term high spenders
train,3875,0,New high spenders
train,3876,3,New low spenders
train,3877,0,New high spenders
train,3878,2,Long-term high spenders
train,3879,0,New high spenders
train,3880,0,New high spenders
train,3881,3,New low spenders
train,3882,0,New high spenders
train,3883,1,Long-term low spenders
train,3884,2,Long-term high spenders
train,3885,0,New high spenders
train,3886,0,New high spenders
train,3887,1,Long-term low spenders
train,3888,2,Long-term high spenders
train,3889,0,New high spenders
train,3890,1,Long-term low spenders
train,3891,3,New low spenders
train,3892,0,New high spenders
train,3893,1,Long-term low spenders
train,3894,3,New low spenders
train,3895,0,New high spenders
train,3896,3,New low spenders
train,3897,2,Long-term high spenders
train,3898,2,Long-term high spenders
train,3899,3,New low spenders
train,3900,0,New high spenders
train,3901,1,Long-term low spenders
train,3902,3,New low spenders
train,3903,2,Long-term high spenders
train,3904,1,Long-term low spenders
train,3905,1,Long-term low spenders
train,3906,1,Long-term low spenders
train,3907,0,New high spenders
train,3908,2,Long-term high spenders
train,3909,1,Long-term low spenders
train,3910,2,Long-term high spenders
train,3911,2,Long-term high spenders
train,3912,3,New low spenders
train,3913,0,New high spenders
train,3914,3,New low spenders
train,3915,0,New high spenders
train,3916,0,New high spenders
train,3917,3,New low spenders
train,3918,1,Long-term low spenders
train,3919,1,Long-term low spenders
train,3920,2,Long-term high spenders
train,3921,2,Long-term high spenders
train,3922,3,New low spenders
train,3923,2,Long-term high spenders
train,3924,1,Long-term low spenders
train,3925,2,Long-term high spenders
train,3926,3,New low spenders
train,3927,2,Long-term high spenders
train,3928,3,New low spenders
train,3929,3,New low spenders
train,3930,2,Long-term high spenders
train,3931,1,Long-term low spenders
train,3932,0,New high spenders
train,3933,3,New low spenders
train,3934,2,Long-term high spenders
train,3935,3,New low spenders
train,3936,2,Long-term high spenders
train,3937,0,New high spenders
train,3938,3,New low spenders
train,3939,0,New high spenders
train,3940,0,New high spenders
train,3941,2,Long-term high spenders
train,3942,2,Long-term high spenders
train,3943,2,Long-term high spenders
train,3944,3,New low spenders
train,3945,2,Long-term high spenders
train,3946,2,Long-term high spenders
train,3947,2,Long-term high spenders
train,3948,0,New high spenders
train,3949,1,Long-term low spenders
train,3950,3,New low spenders
train,3951,0,New high spenders
train,3952,3,New low spenders
train,3953,1,Long-term low spenders
train,3954,1,Long-term low spenders
train,3955,3,New low spenders
train,3956,0,New high spenders
train,3957,3,New low spenders
train,3958,0,New high spenders
train,3959,2,Long-term high spenders
train,3960,1,Long-term low spenders
train,3961,2,Long-term high spenders
train,3962,0,New high spenders
train,3963,3,New low spenders
train,3964,2,Long-term high spenders
train,3965,0,New high spenders
train,3966,0,New high spenders
train,3967,2,Long-term high spenders
train,3968,0,New high spenders
train,3969,0,New high spenders
train,3970,3,New low spenders
train,3971,2,Long-term high spenders
train,3972,3,New low spenders
train,3973,0,New high spenders
train,3974,2,Long-term high spenders
train,3975,1,Long-term low spenders
train,3976,2,Long-term high spenders
train,3977,0,New high spenders
train,3978,0,New high spenders
train,3979,3,New low spenders
train,3980,2,Long-term high spenders
train,3981,3,New low spenders
train,3982,3,New low spenders
train,3983,2,Long-term high spenders
train,3984,0,New high spenders
train,3985,3,New low spenders
train,3986,1,Long-term low spenders
train,3987,0,New high spenders
train,3988,2,Long-term high spenders
train,3989,2,Long-term high spenders
train,3990,1,Long-term low spenders
train,3991,3,New low spenders
train,3992,2,Long-term high spenders
train,3993,0,New high spenders
train,3994,3,New low spenders
train,3995,0,New high spenders
train,3996,0,New high spenders
train,3997,0,New high spenders
train,3998,0,New high spenders
train,3999,2,Long-term high spenders
train,4000,1,Long-term low spenders
train,4001,3,New low spenders
train,4002,2,Long-term high spenders
train,4003,0,New high spenders
train,4004,0,New high spenders
train,4005,0,New high spenders
train,4006,0,New high spenders
train,4007,0,New high spenders
train,4008,1,Long-term low spenders
train,4009,3,New low spenders
train,4010,1,Long-term low spenders
train,4011,1,Long-term low spenders
train,4012,3,New low spenders
train,4013,2,Long-term high spenders
train,4014,0,New high spenders
train,4015,3,New low spenders
train,4016,2,Long-term high spenders
train,4017,3,New low spenders
train,4018,2,Long-term high spenders
train,4019,0,New high spenders
train,4020,3,New low spenders
train,4021,2,Long-term high spenders
train,4022,3,New low spenders
train,4023,3,New low spenders
train,4024,1,Long-term low spenders
train,4025,0,New high spenders
train,4026,3,New low spenders
train,4027,2,Long-term high spenders
train,4028,0,New high spenders
train,4029,3,New low spenders
train,4030,0,New high spenders
train,4031,0,New high spenders
train,4032,2,Long-term high spenders
train,4033,2,Long-term high spenders
train,4034,1,Long-term low spenders
train,4035,0,New high spenders
train,4036,1,Long-term low spenders
train,4037,0,New high spenders
train,4038,2,Long-term high spenders
train,4039,1,Long-term low spenders
train,4040,0,New high spenders
train,4041,3,New low spenders
train,4042,3,New low spenders
train,4043,0,New high spenders
train,4044,0,New high spenders
train,4045,2,Long-term high spenders
train,4046,2,Long-term high spenders
train,4047,2,Long-term high spenders
train,4048,3,New low spenders
train,4049,0,New high spenders
train,4050,2,Long-term high spenders
train,4051,1,Long-term low spenders
train,4052,3,New low spenders
train,4053,2,Long-term high spenders
train,4054,0,New high spenders
train,4055,2,Long-term high spenders
train,4056,0,New high spenders
train,4057,1,Long-term low spenders
train,4058,0,New high spenders
train,4059,1,Long-term low spenders
train,4060,2,Long-term high spenders
train,4061,2,Long-term high spenders
train,4062,0,New high spenders
train,4063,0,New high spenders
train,4064,0,New high spenders
train,4065,3,New low spenders
train,4066,0,New high spenders
train,4067,2,Long-term high spenders
train,4068,3,New low spenders
train,4069,2,Long-term high spenders
train,4070,3,New low spenders
train,4071,2,Long-term high spenders
train,4072,3,New low spenders
train,4073,1,Long-term low spenders
train,4074,2,Long-term high spenders
train,4075,1,Long-term low spenders
train,4076,0,New high spenders
train,4077,1,Long-term low spenders
train,4078,3,New low spenders
train,4079,2,Long-term high spenders
train,4080,0,New high spenders
train,4081,3,New low spenders
train,4082,1,Long-term low spenders
train,4083,2,Long-term high spenders
train,4084,0,New high spenders
train,4085,2,Long-term high spenders
train,4086,1,Long-term low spenders
train,4087,0,New high spenders
train,4088,0,New high spenders
train,4089,2,Long-term high spenders
train,4090,0,New high spenders
train,4091,0,New high spenders
train,4092,0,New high spenders
train,4093,1,Long-term low spenders
train,4094,3,New low spenders
train,4095,2,Long-term high spenders
train,4096,0,New high spenders
train,4097,0,New high spenders
train,4098,0,New high spenders
train,4099,1,Long-term low spenders
train,4100,2,Long-term high spenders
train,4101,2,Long-term high spenders
train,4102,0,New high spenders
train,4103,3,New low spenders
train,4104,3,New low spenders
train,4105,0,New high spenders
train,4106,2,Long-term high spenders
train,4107,3,New low spenders
train,4108,0,New high spenders
train,4109,0,New high spenders
train,4110,3,New low spenders
train,4111,2,Long-term high spenders
train,4112,2,Long-term high spenders
train,4113,2,Long-term high spenders
train,4114,1,Long-term low spenders
train,4115,2,Long-term high spenders
train,4116,3,New low spenders
train,4117,2,Long-term high spenders
train,4118,0,New high spenders
train,4119,0,New high spenders
train,4120,2,Long-term high spenders
train,4121,2,Long-term high spenders
train,4122,0,New high spenders
train,4123,0,New high spenders
train,4124,1,Long-term low spenders
train,4125,1,Long-term low spenders
train,4126,0,New high spenders
train,4127,2,Long-term high spenders
train,4128,0,New high spenders
train,4129,3,New low spenders
train,4130,0,New high spenders
train,4131,0,New high spenders
train,4132,3,New low spenders
train,4133,0,New high spenders
train,4134,3,New low spenders
train,4135,0,New high spenders
train,4136,2,Long-term high spenders
train,4137,0,New high spenders
train,4138,1,Long-term low spenders
train,4139,2,Long-term high spenders
train,4140,0,New high spenders
train,4141,3,New low spenders
train,4142,2,Long-term high spenders
train,4143,1,Long-term low spenders
train,4144,2,Long-term high spenders
train,4145,0,New high spenders
train,4146,3,New low spenders
train,4147,3,New low spenders
train,4148,0,New high spenders
train,4149,0,New high spenders
train,4150,2,Long-term high spenders
train,4151,3,New low spenders
train,4152,3,New low spenders
train,4153,3,New low spenders
train,4154,3,New low spenders
train,4155,0,New high spenders
train,4156,2,Long-term high spenders
train,4157,3,New low spenders
train,4158,1,Long-term low spenders
train,4159,3,New low spenders
train,4160,1,Long-term low spenders
train,4161,2,Long-term high spenders
train,4162,3,New low spenders
train,4163,0,New high spenders
train,4164,0,New high spenders
train,4165,3,New low spenders
train,4166,1,Long-term low spenders
train,4167,0,New high spenders
train,4168,0,New high spenders
train,4169,1,Long-term low spenders
train,4170,1,Long-term low spenders
train,4171,2,Long-term high spenders
train,4172,3,New low spenders
train,4173,0,New high spenders
train,4174,1,Long-term low spenders
train,4175,2,Long-term high spenders
train,4176,2,Long-term high spenders
train,4177,2,Long-term high spenders
train,4178,0,New high spenders
train,4179,3,New low spenders
train,4180,3,New low spenders
train,4181,1,Long-term low spenders
train,4182,2,Long-term high spenders
train,4183,2,Long-term high spenders
train,4184,2,Long-term high spenders
train,4185,3,New low spenders
train,4186,2,Long-term high spenders
train,4187,3,New low spenders
train,4188,2,Long-term high spenders
train,4189,3,New low spenders
train,4190,3,New low spenders
train,4191,0,New high spenders
train,4192,0,New high spenders
train,4193,3,New low spenders
train,4194,0,New high spenders
train,4195,0,New high spenders
train,4196,3,New low spenders
train,4197,3,New low spenders
train,4198,3,New low spenders
train,4199,3,New low spenders
train,4200,3,New low spenders
train,4201,0,New high spenders
train,4202,1,Long-term low spenders
train,4203,0,New high spenders
train,4204,3,New low spenders
train,4205,0,New high spenders
train,4206,2,Long-term high spenders
train,4207,1,Long-term low spenders
train,4208,2,Long-term high spenders
train,4209,0,New high spenders
train,4210,1,Long-term low spenders
train,4211,3,New low spenders
train,4212,0,New high spenders
train,4213,3,New low spenders
train,4214,0,New high spenders
train,4215,2,Long-term high spenders
train,4216,0,New high spenders
train,4217,3,New low spenders
train,4218,2,Long-term high spenders
train,4219,1,Long-term low spenders
train,4220,3,New low spenders
train,4221,2,Long-term high spenders
train,4222,0,New high spenders
train,4223,0,New high spenders
train,4224,3,New low spenders
train,4225,0,New high spenders
train,4226,1,Long-term low spenders
train,4227,1,Long-term low spenders
train,4228,2,Long-term high spenders
train,4229,0,New high spenders
train,4230,2,Long-term high spenders
train,4231,3,New low spenders
train,4232,2,Long-term high spenders
train,4233,2,Long-term high spenders
train,4234,0,New high spenders
train,4235,2,Long-term high spenders
train,4236,0,New high spenders
train,4237,0,New high spenders
train,4238,0,New high spenders
train,4239,0,New high spenders
train,4240,3,New low spenders
train,4241,0,New high spenders
train,4242,0,New high spenders
train,4243,2,Long-term high spenders
train,4244,2,Long-term high spenders
train,4245,1,Long-term low spenders
train,4246,2,Long-term high spenders
train,4247,3,New low spenders
train,4248,0,New high spenders
train,4249,2,Long-term high spenders
train,4250,2,Long-term high spenders
train,4251,0,New high spenders
train,4252,2,Long-term high spenders
train,4253,3,New low spenders
train,4254,2,Long-term high spenders
train,4255,2,Long-term high spenders
train,4256,3,New low spenders
train,4257,0,New high spenders
train,4258,3,New low spenders
train,4259,2,Long-term high spenders
train,4260,2,Long-term high spenders
train,4261,2,Long-term high spenders
train,4262,2,Long-term high spenders
train,4263,2,Long-term high spenders
train,4264,0,New high spenders
train,4265,2,Long-term high spenders
train,4266,3,New low spenders
train,4267,1,Long-term low spenders
train,4268,2,Long-term high spenders
train,4269,3,New low spenders
train,4270,1,Long-term low spenders
train,4271,2,Long-term high spenders
train,4272,0,New high spenders
train,4273,1,Long-term low spenders
train,4274,3,New low spenders
train,4275,3,New low spenders
train,4276,0,New high spenders
train,4277,1,Long-term low spenders
train,4278,1,Long-term low spenders
train,4279,1,Long-term low spenders
train,4280,3,New low spenders
train,4281,2,Long-term high spenders
train,4282,3,New low spenders
train,4283,1,Long-term low spenders
train,4284,1,Long-term low spenders
train,4285,1,Long-term low spenders
train,4286,1,Long-term low spenders
train,4287,2,Long-term high spenders
train,4288,3,New low spenders
train,4289,3,New low spenders
train,4290,2,Long-term high spenders
train,4291,1,Long-term low spenders
train,4292,2,Long-term high spenders
train,4293,2,Long-term high spenders
train,4294,1,Long-term low spenders
train,4295,0,New high spenders
train,4296,1,Long-term low spenders
train,4297,0,New high spenders
train,4298,0,New high spenders
train,4299,2,Long-term high spenders
train,4300,2,Long-term high spenders
train,4301,0,New high spenders
train,4302,0,New high spenders
train,4303,2,Long-term high spenders
train,4304,2,Long-term high spenders
train,4305,3,New low spenders
train,4306,1,Long-term low spenders
train,4307,1,Long-term low spenders
train,4308,0,New high spenders
train,4309,1,Long-term low spenders
train,4310,1,Long-term low spenders
train,4311,2,Long-term high spenders
train,4312,3,New low spenders
train,4313,3,New low spenders
train,4314,0,New high spenders
train,4315,1,Long-term low spenders
train,4316,3,New low spenders
train,4317,2,Long-term high spenders
train,4318,3,New low spenders
train,4319,2,Long-term high spenders
train,4320,0,New high spenders
train,4321,0,New high spenders
train,4322,3,New low spenders
train,4323,1,Long-term low spenders
train,4324,3,New low spenders
train,4325,0,New high spenders
train,4326,2,Long-term high spenders
train,4327,0,New high spenders
train,4328,3,New low spenders
train,4329,2,Long-term high spenders
train,4330,0,New high spenders
train,4331,0,New high spenders
train,4332,3,New low spenders
train,4333,2,Long-term high spenders
train,4334,1,Long-term low spenders
train,4335,3,New low spenders
train,4336,3,New low spenders
train,4337,2,Long-term high spenders
train,4338,2,Long-term high spenders
train,4339,0,New high spenders
train,4340,1,Long-term low spenders
train,4341,2,Long-term high spenders
train,4342,0,New high spenders
train,4343,0,New high spenders
train,4344,2,Long-term high spenders
train,4345,2,Long-term high spenders
train,4346,1,Long-term low spenders
train,4347,1,Long-term low spenders
train,4348,2,Long-term high spenders
train,4349,2,Long-term high spenders
train,4350,0,New high spenders
